,text,label,probability
326,"One patient with moderate disease in the hydroxychloroquine group progressed to severe covid-19, and no patients died during follow-up.Treatments SOC plus HCQ (n=75) SOC (n=75) Total (n=150) Antiviral agents 47 (63) 48 (64) 95 (63)  Arbidol 37 (49) 33 (44) 70 (47)  Virazole 13 (17) 15 (20) 28 (19)  Lopinavir-ritonavir 13 (17) 12 (16) 25 (17)  Oseltamivir 8 (11) 9 (12) 17 (11)  Entecavir 1 (1) 1 (1) 2 (1) Antibiotics 32 (43) 27 (36) 59 (39) Systemic glucocorticoid treatment 6 (8) 4 (5) 10 (7) Treatments after randomisation in patients in intention to treat population.Values are numbers (percentages)HCQ=hydroxychloroquine; SOC=standard of care.Primary outcomeA total of 109 (73%) patients (56 standard of care; 53 standard of care plus hydroxychloroquine) had negative conversion well before 28 days, and the remaining 41 (27%) patients (19 standard of care; 22 standard of care plus hydroxychloroquine) were censored as they did not reach negative conversion of virus.The maximum duration for a patient with positive SARS-CoV-2 was 23 days by the cut-off date of our analysis.Overall, the probability of negative conversion of SARS-CoV-2 among patients who were assigned to receive standard of care plus hydroxychloroquine was 85.4% (95% confidence interval 73.8% to 93.8%) by 28 days, similar to that of the standard of care group (81.3%, 71.2% to 89.6%).The difference in the probability of negative conversion between standard of care plus hydroxychloroquine and standard of care alone was 4.1% (95% confidence interval -10.3% to 18.5%).The median time to negative conversion was also similar in the standard of care plus hydroxychloroquine group (8 (95% confidence interval 5 to 10) days) to that in the standard of care group (7 (5 to 8) days) (hazard ratio 0.85, 95% confidence interval 0.58 to 1.23; P=0.34 by log rank test; fig 2).Kaplan-Meier curves of time to negative conversion of SARS-CoV-2 on real time reverse transcription polymerase chain reaction (RT-PCR) test in standard of care (SOC) plus hydroxychloroquine (HCQ) versus SOC in intention to treat population.Data are shown for 75 patients assigned to SOC plus HCQ and 75 assigned to SOC.Overall probability of negative conversion by 28 days was 85.4% (95% CI 73.8% to 93.8%) in SOC plus HCQ group and 81.3% (71.2% to 89.6%) in SOC group (P=0.34).Difference between groups was 4.1% (95% CI -10.3% to 18.5%).Median time to negative conversion was 8 (95% CI 5 to 10) days in SOC plus HCQ group and 7 (5 to 8) days SOC group (hazard ratio 0.85, 95% CI 0.58 to 1.23; P=0.34 by log rank test).Data from patients who did not have negative conversion were censored (tick marks) at last visit dateSafetySix patients who were assigned to the standard of care plus hydroxychloroquine group but did not receive hydroxychloroquine treatment were classified as hydroxychloroquine non-recipients in the safety population.",1,0.50003684
123,"One deletion (21994-21996delTTA) was also found in an Indian strain (MT012098.1).No copy number variants were observed in this virus.Genome ID SNPs Corresponding mutations Abbreviation: SNP, single nucleotide polymorphisms.a SNPs and corresponding mutations in RBD regions.b Variations in highly antigenic epitopes.c Novel mutations.",1,0.84037346
30,"t = 1 t = 2 t = 3 t = 4   m = 1 0 0 0 0   m = 2 U(90,110) U(108,116) U(88,94) U(74,79)   m = 3 U(105,118) U(123,134) U(98,106) U(83,88)   m = 4 U(73,91) U(88,94) U(100,107) U(64,70)   m = 5 U(116,124) U(109,118) U(78,84) U(80,85)   m = 6 U(125,133) U(145,148) U(90,95) U(73,79)   m = 7 U(82,90) U(96,105) U(101,110) U(65,69)   m = 8 U(75,82) U(87,93) U(113,119) U(59,66)   m = 9 U(43,50) U(67,75) U(84,93) U(47,50)   m = 10 U(94,102) U(99,108) U(38,44) U(62,68)   m = 11 U(55,60) U(64,78) U(77,80) U(60,65)   m = 12 U(64,71) U(50,56) U(94,100) U(83,85)   m = 13 U(49,56) U(87,95) U(66,73) U(58,64)   m = 14 U(44,49) U(39,46) U(50,55) U(72,79)   The amount of infectious plastic waste produced by each node.t = 1 t = 2 t = 3 t = 4   m = 1 0 0 0 0   m = 2 U(145,170) U(111,118) U(93,98) U(123,126)   m = 3 U(122,138) U(104,110) U(87,91) U(93,99)   m = 4 U(114,123) U(89,96) U(76,85) U(102,106)   m = 5 U(151,165) U(130,136) U(92,99) U(105,111)   m = 6 U(182,193) U(141,144) U(100,104) U(83,88)   m = 7 U(162,179) U(129,135) U(87,91) U(116,122)   m = 8 U(131,141) U(100,108) U(104,108) U(98,103)   m = 9 U(125,135) U(100,104) U(107,115) U(118,123)   m = 10 U(139,150) U(84,90) U(114,119) U(74,80)   m = 11 U(94,99) U(65,69) U(77,79) U(91,95)   m = 12 U(75,102) U(111,116) U(92,97) U(84,88)   m = 13 U(108,120) U(105,110) U(83,87) U(95,100)   m = 14 U(100,113) U(82,87) U(90,95) U(72,79)   The amount of metal waste produced by each node.t = 1 t = 2 t = 3 t = 4   m = 1 0 0 0 0   m = 2 U(15,20) U(22,26) U(30,33) U(18,22)   m = 3 U(23,26) U(31,35) U(13,17) U(18,21)   m = 4 U(27,34) U(37,40) U(21,25) U(19,22)   m = 5 U(18,25) U(22,25) U(33,36) U(40,43)   m = 6 U(32,36) U(28,31) U(19,25) U(13,17)   m = 7 U(15,19) U(29,33) U(20,22) U(24,28)   m = 8 U(40,49) U(37,42) U(14,19) U(25,29)   m = 9 U(38,45) U(30,33) U(23,27) U(19,22)   m = 10 U(13,16) U(24,28) U(17,24) U(21,28)   m = 11 U(22,26) U(25,27) U(19,23) U(33,36)   m = 12 U(30,35) U(39,43) U(11,16) U(21,28)   m = 13 U(27,34) U(33,36) U(20,22) U(24,29)   m = 14 U(9,12) U(15,18) U(31,34) U(32,37)   The amount of glass waste produced by each node.",1,0.60105264
42,"Influenza C virus is the third human influenza virus type and consists of seven genome segments.The surface of the influenza C virus is characterized by a single spike protein named hemagglutinin-esterase-fusion glycoprotein, which conveys both receptor-binding and -destroying functions.Hemagglutinin-esterase-fusion glycoprotein is also present in influenza D viruses, where it plays a major role in binding to trachea sections from human, swine, and bovine origin.3.Antigenic Drift in Influenza VirusInfluenza infections arise in the human population through seasonal epidemics, occurring during various cyclical periods in different regions across the globe.Currently, approved influenza vaccines rely on the immune system to target immunity against the viral HA protein.Seasonal vaccines are critical in protecting the population against influenza and in-depth analyses and redesign must be performed regularly to keep up with the constantly evolving circulating influenza stains.The fast-paced changes in circulating strains are due to antigenic drift.Antigenic drift is the result of mutations occurring in the surface proteins and other viral proteins due to error-prone viral RNA-dependent RNA polymerase lacking the ability to proofread during viral replication.These amino acid changes in both the HA and the NA surface glycoproteins are key factors in antigenic drift, as these substitutions lead to immune evasion of the virus and allow the virus to propagate in a population and emerge as a novel epidemic strain.These continuous changes in the virus lead to the virus existing as quasispecies.Mapping and sequencing analysis of the surface glycoproteins of escape mutants has helped define five antigenic sites on the HA glycoprotein, named A-E. Of the surface proteins, the HA glycoprotein is considered the primary focus of antigenic drift, which may be an area of oversight in vaccine evaluation and formulation as it is the primary focus in vaccine design.With each viral particle entering a host cell for replication, these changes at the amino acid level result in the gradual accumulation of mutations, brought upon by selective pressure of the host immune system or antiviral drugs.Since the discovery of the A/Hong Kong/1/1968 (H3N2) influenza A virus, there has been a redesign of the seasonal vaccines at least once a year, from November 1998 to April 1999, to the 2021-2022 quadrivalent vaccine.Furthermore, antigenic drift in influenza A/H3N2 has illustrated how some amino acid substitutions can result in little to no escape variants, while some substitutions can create the emergence of new subspecies that have the potential to cause an epidemic.The influenza A/H3N2 stain from 2005 to 2006 showed a single point-mutation at position 31 of the M2 protein, a transmembrane ion channel that equilibrates pH across the viral membrane upon entry into a host cell.",1,0.8002363
222,"Can the ""Spike RBD domain"" be replaced by ""Spike receptor-binding domain"" or simply ""Spike RBD""?We have corrected this.(3) Page 5, line 82.Please change ""20A/S:4.4K"" to ""20A/S.484K""We have corrected this.",1,0.8214552
643,"Structures shown illustrate that sialic acid can be linked to alpha2-3 or alpha2-6 to Galbeta1-4GlcNAc representing common terminal fragments of glycans that occur in nature.C, schematic of IAV reassortments leading to novel pandemic viruses during the 20th and 21st centuries.1918 H1N1 replaced all previously circulating human IAV strains and contributed significantly to all subsequent pandemics through reassortment with avian viruses.1918 H1N1 also entered swine species, forming a distinct swine H1 lineage that eventually contributed genes to the novel 2009 H1N1 pandemic virus.Over the last 100 years, four human influenza A virus (IAV) pandemics resulted from the introduction of avian or avian/swine influenza virus strains that could transmit between humans and rapidly disseminate in an immunologically naive population.In each case, as the novel pandemic virus adapted to its new host, and as host immunity became more widespread through natural infection and vaccination, it became a seasonal strain that evolves adaptive mutations in response to immune selective pressures over time.The primary immunogens of influenza virus are the two surface glycoproteins, hemagglutinin (HA) and neuraminidase (NA), which also play key roles, respectively, in the binding to and release from receptors on airway epithelial cells, which are sialic acid (Neu5Ac) containing glycans (sialoglycans) on cell surface glycoproteins and glycolipids (Fig.1).Viral HA initiates the infection cycle through specific binding to host-cell sialoglycans while NA acts at its conclusion, allowing newly synthesized virus particles (still bound to the cell surface by HA) to be released through hydrolysis of sialic acid linkages.Viral HAs generally exhibit specificity for sialic acid linkages predominately found in the species they infect, and for cross-species infection must adapt to the sialoglycans of the new host.As a consequence of avian influenza virus adaptation to human transmission, there is a characteristic change in the binding specificity of the virus HA from alpha2-3-linked ""avian-type"" receptors (Neu5Acalpha2-3Gal) to alpha2-6-linked ""human-type"" receptors (Neu5Acalpha2-6Gal) (Fig.1B).This change is widely considered to be the result of selection of mutations that favor recognition of alpha2-6-linked human-type receptors that are predominately expressed on human upper airway epithelial cells.Furthermore, the alpha2-6 receptor-binding phenotype has also been shown to be critical for efficient aerosol transmission of human viruses in ferrets, currently considered the optimal animal model of human influenza virus transmission due to similar expression of alpha2-6-linked (human-type) receptors on airway epithelial cells.",1,0.7581519
734,"Structural models for study protein USVs were computed by replacing the reference side chain atomic coordinates in the starting model with those of the substituted amino acid(s) and performing three rounds of Monte Carlo optimization of rotamers for all side chains falling within an 8 A radius of the substitution(s), followed by gradient-based energy minimization of the entire structure, with atom positional restraints to limit significant changes to backbone geometry.Computed structural model optimizations were performed with three different combinations of scoring functions based on previous work, including ""hard-hard,"" indicating that both side chain optimization and structure minimization were performed with default van der Waals repulsion term in the Rosetta scorefunction, ""soft-soft"" indicating that for both steps, a different scorefunction was used that has dampened van der Waals repulsion (in this case, the backbone was entirely prevented from moving during minimization), and ""soft-hard"" indicating that the soft-repulsive score function was used for side chain rotamer optimization, while the hard-repulsive scorefunction was used for energy minimization.The scorefunctions used were REF2015 and REF2015_soft for soluble proteins, and franklin2019 for integral membrane proteins (with a dampened van der Waals repulsion weight in the case of soft repulsion).Energetic consequences of amino acid substitutions were determined by performing identical side chain optimization and energy minimization on both wild type and substituted models thrice and subtracting the total energy of the lowest-scoring wild-type model from that of the lowest-scoring substituted model (dividing by the number of symmetric chains where applicable).The ""soft-hard"" protocol emerged as the preferred method because it generated the lowest number of outliers.Only USVs in which a unique set of substitutions occurred at residue positions that were present in the available study protein structures were included in the energy analyses (7462 USVs).CONFLICT OF INTERESTThe authors declare no competing financial interests.AUTHOR CONTRIBUTIONSSagar D. Khare and Stephen K. Burley developed the research plan.",1,0.754932
546,"Conversely, antibodies developed through natural infection or vaccines may impose selection pressure on beta-CoVs.For these and other reasons, it is imperative to understand the biological properties of beta-CoVs that contribute to the emergence of new strains and species.Virus variation, evolution, and adaptation to diverse hosts are mediated by genetic determinants in the viral genome and selection pressure imposed by the host.Accordingly, characterization of genomic variation is fundamental to our understanding of beta-CoV evolution and host adaptation.We hypothesized that genetic determinants of variation in beta-CoVs are conserved across species, including SARS-CoV-2.In this study, we profiled the genomic variation in all species in the genus Betacoronavirus.Genome-wide nucleotide variation analyses combined with amino acid variation analyses revealed that variation patterns are conserved across beta-CoVs, including the presence of variable areas at homologous locations.The most variable parts are the S glycoprotein, followed by open reading frame 8, accessory proteins 3 and 7, and the N protein.Genome-wide distribution of mutations of all beta-CoVs provides an explanation for the emergence of new beta-CoV species, such as SARS-CoV-2, and for the emergence of strains.These findings and published results predict how and where SARS-CoV-2 will accumulate mutations and differentiate into new biological strains.SARS-CoV-2 will likely evolve as it adapts to genetically diverse human populations and possibly to selection constraints imposed by vaccines, antiviral drugs, and antibodies developed against natural infections.Our results underscore the potential for the continual emergence of new beta-CoV species and strains with novel biological properties.RESULTSS glycoprotein is more variable than the rest of the genome.SARS-CoV-2 strains identified to date differ in the accumulation of nonsynonymous substitutions in the entire genome (Fig.1A).However, nonsynonymous substitutions preferentially accumulate in the S glycoprotein and in the N protein.In all other parts of the genome, mutations accumulate to a frequency that is equal to or less than that expected randomly (Fig.1B).New mutations continue to arise and diversify SARS-CoV-2 into variants.However, recurrent mutations mapped along the SARS-CoV-2 genome preferentially accumulate in the S glycoprotein.Amino acid substitutions in UK, South Africa, and Brazil SARS-CoV-2 strains.(A) Location of amino acid mutations on the SARS-CoV-2 genome.Coordinates are based on accession no.NC_045512.2.(B) Proportion of amino acid substitutions observed and randomly expected based on the length of each protein or open reading frame.Strains are color coded.To further test preferential accumulation of mutations in the S glycoprotein, we measured single-nucleotide polymorphisms (SNPs) in the entire SARS-CoV-2 genome and separately in the S glycoprotein, normalized to their respective length.SARS-CoV was included in the analysis as it was closely related to SARS-CoV-2.",1,0.57901675
613,"labour, 3 fetusesn = 1 acute hypoxaemia, 1 fetusn = 1 PPROM, 1 fetusPreterm birth (n = 3) due to severe C19n = 1 28+0 (twins)n = 1 30+5n = 1 33+6 Neonatal death (n = 2, twins) Postnatal day 3 due to complications of prematurity CS (100% livebirths) C19VD n = 1 FDIUCS n = 1 FDIUn = 3 remained in utero at time of writing - Hirshberg et al.53 5D - 3 n = 5 (100%) 100% critical diseasen = 1 critical at time of writingn = 4 recovered Preterm birth (n = 3, 60%) due to worsening C19 Apgar 2 & 4 @ 1 & 5 mins (n = 1, 33%)Preterm 31+3 Emergency CS (100%) C19 - Khalil et al.43 9 - - -   - - Penfield et al.57 11 described in detail n = 2 (18%) Severe disease (n = 2, 18%)Critical disease (n = 3, 27%) Preterm birth (n = 2, 18%) due to worsening C19 - CS (36%) reason unclearVD (64%) - Pierce-Williams et al.47 64D - 33(1 x twins) - Severe disease (n = 44, 69%) Critical disease (n = 20, 31%) n = 1 cardiac arrest Preterm birth (n = 29, 88%).due to critical C19 (n = 15), unclear (n = 14) n = 1 SARS-CoV-2 positive neonate (day 2 postpartum)NICU admission (n = 21, 64%) reasons unclear CS (75%) - C19VD (25%) - Qiancheng et al.88 28D - 23(1 x twins)T - 4 - No significant difference in disease severity pregnant vs non-pregnant patients (7% pregnant vs 2% non-pregnant, P> 0.05) Preterm birth (n = 1, 4.3%) due to spont.labour   CS (77%) reason unclearVD (23%) - Vintzileos et al.44 32D - 29 - - - - - - An et al.16 3   Severe disease (n = 3, 100%) - - CS (100%)n = 1 OI, n = 2 unclear - Hu et al.17 7     PROM (n = 1, 14%) n = 1 SARS-CoV-2 positive neonate (day 1 postpartum) Elective CS (86%) C19VD (14%) spont.labour Not permitted Sun et al.19 3 n = 2 (67%) Critical disease & maternal death (n = 1, 33%) Preterm birth (n = 2, 67%) reason unclear n = 1 SARS-CoV-2 positive neonate (day 6 postpartum)NICU admission of preterm neonates (n = 2, 67%) Emergency CS (100%) reason unclear - Cooke et al.58 2 n = 2 (100%) Critical disease (n = 2, 100%) Preterm birth at 28+5 & 29+1 (n = 2, 100%) due to C19 n = 1 spontaneous bowel perforation day 1 postpartum - resection & good recoveryn = 1 Apgar 1 & 3 @ 1 & 5 min, good recovery CS (100%) C19 - Doria et al.45 12D - 11(1 x twins) n = 2 (17%)       VD (40%)CS (60%) reason unclear - Lokken et al.60 46D - 7FDIU - 1 unclear Severe disease (n = 6, 13%) Preterm birth (n = 1, 12.5%) due to C19FDIU at 38+5 (n = 1, 12.5%) reason unclear   VD (62.5%)CS (37.5%) n = 1 OI, n = 2 C19 - Savasi et al.50 77D - 57 Unclear Severe disease (n = 14, 18%)Critical disease (n = 4, 5%)n = 3 mechanical ventilation, n = 1 ECMO Preterm birth (n = 12, 21%) due to C19 (n = 11), spont.",1,0.79127127
549,"4C).These results are consistent with the detection of recurrent deletions that map to the N-terminal domain in immunocompromised patients.An order/disorder analysis showed that, in SARS-CoV-2, the S glycoprotein has intrinsically disordered areas in the receptor binding domain, C-terminal domain 2, and the fusion peptide proximal region (Fig.4D).Intrinsically disordered regions often interact with multiple molecular partners, are highly plastic, and show high evolutionary rates.Consistent with these results, major mutations (D614G and Q677P) that render the virus more transmissible and pathogenic to humans map near the hypervariable region in the disordered C-terminal domain 2 in S1 (Fig.4C).The S1/S2 cleavage site is located within a variable region (Fig.4D).In the U.S. accession subset analyzed here (Fig.3), no variation was detected in the S1/S2 cleavage site.However, in the larger data set, mutations were detected at the S1/S2 cleavage site (Fig.4C).Because variation in the S1/S2 cleavage site contributes to cellular tropisms and pathogenesis, these results suggest that the S1/S2 cleavage site tolerates mutations and can contribute to SARS-CoV-2 diversification.Variation in SARS-CoV-2 genome and S protein.(A) Single-nucleotide polymorphism (SNP) and nucleotide diversity (Pi) plotted with respect to the SARS-CoV-2 genome based on accessions available on 23 March 2020.A 99% confidence interval (P < 0.01) is indicated as a horizontal line for each parameter.Nucleotide and amino acid coordinates are based on accession no.NC_045512.2.(B) Variation in SARS-CoV-2 downloaded on 13 May 2020 with 2,315 accessions.(C) Single-amino-acid polymorphism (SAP) plotted with respect to SARS-CoV-2 S protein based on accessions available 14 May 2020.A vertical gray bar represents the ACE2 binding domain.Amino acid 614 is indicated.Mutations in the Furin-like cleavage motif and their frequency are indicated with a heat map.(D) Order and disorder in S protein.Collectively, these observations support the model that the S glycoprotein is variable and mutationally robust and contains intrinsically disordered areas.Genome-wide variation in betacoronaviruses.The variation pattern described above could be a property exclusive to SARS-CoV-2, to a subset of species, or a general property of beta-CoVs.To distinguish the difference, we profiled the genome variation in all members of the genus Betacoronavirus.",1,0.8935517
727,"Computational 3D structure modeling of the USVs demonstrated that substitutions primarily occurred in the boundary layers and the surfaces of the viral proteins.Most of the amino acid changes appear to be moderately destabilizing, as judged by the results of energetics (DeltaDeltaG App) calculations.Given that most of the viral genomes archived by GISAID were obtained from samples provided by infected individuals, we believe that the viruses and hence the viral proteins were functional and capable of causing disease in humans.Where multiple substitutions were detected in a USV, we believe that most were the product of cumulative changes.At least one of the observed amino acid changes in multisubstitution USVs was almost always detected as a single substitution in another USV derived from a sample collected earlier in the pandemic.There is every reason to believe that the pool of viruses circulating in humans and other mammals (e.g., Mustela lutreola or European mink) around the world today will continue to diverge from the reference sequence.We have made 3D structure models of 7462 USVs and our analysis results freely available under the most permissive Creative Commons CC0 1.0 Universal license to facilitate the work of research groups using experimental and computational tools to characterize SARS-CoV-2 protein function and study the structural and functional consequences of the myriad substitutions observed during the first half of 2020.Some, almost certainly not all, of the 29 viral proteins analyzed herein represent promising targets for discovery and development of small-molecule anti-viral agents.At the time of writing, one small-molecule drug (remdesivir targeting the RdRp) has received full approval from the US FDA.This compound was originally discovered during the search for an Ebola virus therapeutic.Although it failed to demonstrate efficacy in clinical trials for Ebola victims, the safety profile encouraged the sponsor company (Gilead Sciences Inc.) to successfully repurposed the drug for treatment of SARS-CoV-2 infected individuals.Open access to PDB structures of remdesivir bound to the RdRp sets the stage for structure-guided discovery of second generation nucleoside analogs with superior potency and/or selectivity, more desirable drug-like properties, or better Absorption-Distribution-Metabolism-Excretion profiles (e.g., improved oral bioavailability to avoid intravenous administration).Open access to our computed 3D structural models of 840 RdRp USVs will provide useful information that may enable drug hunting teams to anticipate potential sources of drug resistance during selection for candidates slated for in vitro pre-clinical development studies.Open access to PDB structures of other essential SARS-CoV-2 enzymes (and those of their closely related SARS-CoV-1 homologs) have already facilitated initiation of structure-guided drug discovery campaigns for PLPro, nsp5, nsp13, nsp14, and nsp10/nsp16.",1,0.7611306
256,"As the authors propose that this test should be used for assessment of antibody responses at it enhances the sensitivity for detection of Spike antibodies (Discussion lines 353-356) in comparison with conventional ELISA tests (Table 2, Euroimmun test and Diasorin) standard controls should be incorporated to rule out false positive results in the flow cytometry assay.2.From figure 1A and methods (lines 477-483) it is not clear if Membrane and/or Envelope proteins were expressed individually in different cell lines or in the same cell line.Please clarify.3.Related with the last point, in figure 1D membrane IgG antibodies are quantified.Did the authors quantify anti-Envelope antibodies as part of polyantigenic breadth?(lines 155-167).4.Emerging variants studies are interesting but their relevance is low taking into account the current circulating Variants of Concern.Minor comments: 1.First sample was obtained beyond two months after a positive PCR test.Thus, one limitation of the study is the assessment of early antibody responses anti-SARS-CoV-22.Relationship between higher immunoglobulin levels and age probably is due to more severe disease in elderly people.This point should be mentioned.3.Articles that characterize the presence of memory B-lymphocytes targeting the Spike protein should be mentioned as a proof of long-lasting immune memory (Papers from Shane Crotty for example).In summary, the article describes in two cohorts of patients with different clinical severity the range and evolution of IgM and IgG antibodies against different SARS-CoV-2 proteins using several techniques that combine ELISA, flow-cytometry and neutralization testing.Results are consistent and both technical approaches and some data are relevant.My major criticism is the minor originality of some findings that have already been reported.To be published in Plos Medicine, to include the reactivity and neutralization capacity of the studied plasma against current variants of concern (B.1.1.7, B1.351 and B.1.1.248) would increase the interest of the article.Any attachments provided with reviews can be seen via the following link:[LINK]10.1371/journal.pmed.1003656.r003Author response to Decision Letter 1 7 Apr 2021 10.1371/journal.pmed.1003656.r004Decision Letter 2BosurgiRaffaellaThis is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",1,0.8191005
649,"Indeed, it is well recognized that zoonotic avian viruses typically require adaptive changes within the viral polymerase complex in order to achieve successful replication within human cells.2009 pandemic H1N1 viruses inherited the PB1 gene via a swine lineage that emerged in the late 1990s from human H3N2 strains, a combination that may not have been prevalent or even possible at an earlier time, and which likely conferred significant host-adaptative potential.Although early 2009 pandemic strains did appear well adapted in terms of human receptor specificity, several studies have shown that HA-binding avidities from the earliest isolates were very low, but rapidly evolved to higher avidity after initial circulation in humans.Several groups have also highlighted the importance of balanced HA/NA activities in human influenza viruses for this pandemic virus, and it appears likely that the H1 genetic lineage that gave rise to 2009 pandemic strains would not have been able to emerge without the combination of a complementary low-activity N1 gene, in this case emerging from a more distant Eurasian swine background.Subsequent strains evolved from the pandemic now appear to have adapted as seasonal strains with improved HA receptor binding and NA activity.1957 H2N2 pandemicIn 1957, a novel pandemic influenza strain thought to have originated in Japan circulated globally through the human population, rapidly replacing seasonal H1N1 strains that had persisted in humans since the 1918 pandemic.Subsequent genetic analysis revealed that human H2N2 strains arose through reassortment of established human H1N1 viruses with Eurasian lineage avian H2N2, leading to transfer of the PB1, HA, and NA genes (Fig.1C).Thus, while the novel pandemic virus retained substantial similarity to 1918-descended strains internally, with five out of six internal genes conserved, the H2N2 viruses expressed completely novel HA and NA surface glycoproteins, leading to substantial disease and rapid spread among an immunologically naive population.The receptor specificity of early human H2N2 strains typically showed a mixture of binding to alpha2-6 human-type and alpha2-3 avian-type receptors, in contrast to avian H2 viruses that preferentially bound alpha2-3 avian-type receptors.Some of the earliest H2 isolates were found to have a mixture of two virus subtypes (e.g., A/RI/5/57 and A/Japan/305/57) called the (+) and (-) subtypes.The (+) subtype was specific for alpha2-6 human-type receptors and strongly sensitive to inhibition of hemagglutination (HAI) by equine alpha2-macroglobulin in horse serum, a glycoprotein with alpha2-6-linked sialoglycans that are potent competitive inhibitors for human viruses.In contrast, the (-) subtype bound alpha2-3 avian-type receptors and was completely resistant to HAI by horse serum, the phenotype exhibited by avian H2 influenza viruses.Since receptor binding can drift during laboratory passage, particularly within chicken eggs, it is not known which subtype was dominant in the initial human infections, but appears likely that the pandemic spread would have been driven by the alpha2-6 human-type-binding (+) subtype, even if both (+) and (-) variants were able to cocirculate during this time.",1,0.7833807
451,"There are no proven antiviral therapies for SARS-CoV-2 to include as an active control comparator.Intervention description {11a}The intervention is described as follows for the experimental and control groups:Loading dose: Remdesivir 200 mg in 350 ml normal saline (0.9% sodium chloride) single daily dose infused intravenously over approximately 30-60 min (with a target time of 30 min) for 1 dayMaintenance dose: Remdesivir 100 mg in 250 ml normal saline (0.9% sodium chloride) single daily dose infused intravenously over approximately 30-60 min (with a target time of 30 min) for 9 days.Group A (experimental group) Loading dose: Placebo in 350 ml normal saline (0.9% sodium chloride) single daily dose infused intravenously over approximately 30-60 min (with a target time of 30 min) for 1 dayMaintenance dose: Placebo in 250 ml normal saline (0.9% sodium chloride) single daily dose infused intravenously over approximately 30-60 min (with a target time of 30 min) for 9 days.Group B (control group) Criteria for discontinuing or modifying allocated interventions {11b}Any serious or intolerable adverse event (AE) which, in the investigators' judgement, requires withdrawal of the subject from the study.This may include drug intolerance or an unacceptable AE; any severe grade 4 AE, regardless of whether the AE is considered likely related to the study drug or not; significant results of laboratory tests which may require withdrawal of the participant, at the discretion of the researchers and the clinician; allergic reactions (including oropharyngeal oedema, severe rash, bronchospasm, and immediate-type allergic reactions); acute hepatitis;1 stage III or above acute kidney injuryInvestigator request for the subject to be withdrawn from the study.The discontinuation/modification criteria are as follows: Strategies to improve adherence to interventions {11c}This item is not applicable, since active agent and placebo are administrated intravenously by healthcare professionals.Relevant concomitant care permitted or prohibited during the trial {11d}This study seeks to evaluate the effect of remdesivir in addition to standard of care alone, rather than an effect that might be altered by other experimental treatments.Therefore, all concomitant care and interventions are permitted other than concomitant receipt of any other experimental treatment.Provisions for post-trial care {30}No special arrangements for post-trial care are anticipated.Outcomes {12}Primary outcome measureThe primary outcome measure is time to clinical improvement (TTCI) (censored at day 28).TTCI is defined as the time (in days) from randomization of study treatment (active or placebo) until a decline of two categories on a six-category ordinal scale of clinical status (1 = hospital discharge; 2 = hospitalization, not requiring supplemental oxygen; 3 = hospitalization, requiring supplemental oxygen (but not non-invasive mechanical ventilation [NIV]/high-flow nasal cannula [HFNC] therapy); 4 = hospitalization, requiring NIV and/or HFNC therapy; 5 = hospitalization, requiring ECMO and/or invasive mechanical ventilation [IMV]; 6 = death) or live hospital discharge, whichever comes first.Secondary outcome measures:The secondary outcome measures are the following:Percentage of subjects in each clinical category on the six-category ordinal scale (time frame: days 7, 14, 21, and 28)Time to disease improvement, defined as the time to hospital discharge, or NEWS2 (National Early Warning Score 2) of <= 2 maintained for 24 h (time frame: up to 28 days)All-cause mortality (time frame: up to 28 days)Duration (days) of IMV (time frame: up to 28 days)Duration (days) of supplemental oxygenation (time frame: up to 28 days)Length of hospital stay (days) (time frame: up to 28 days)Incidence of nosocomial secondary infectionTime to SARS-CoV-2 virus RT-PCR negativity in upper and lower respiratory tract specimens (time frame: up to 28 days)Change (reduction) in SARS-CoV02 viral RNA load in upper and lower respiratory tract specimens as assessed by area under viral load curve (time frame: up to 28 days)Pharmacokinetic parameters of remdesivir or its active metabolitesFrequency of SAEs (time frame: up to 28 days).Participant timeline {13}Process Screening/baseline/randomization Treatment phase Follow-up phase B/L/D0 D1-D10 D14+-1 D21+-3 D28+-3 Inclusion/exclusion criteria X     Written informed consent X     Demographics X     Assessment of concomitant chronic diseases X     Efficacy/safety assessment  ECG X  X    Chest imaging X X (only on D10)   X  Vital signs(body temperature, heart rate, blood pressure, breathing rate, oxygen saturation, etc.)",1,0.58360267
